tripid,haulno,gear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,haulwindspeed,haulwindbeaufort,haulwinddirectiion,haulwindcompass,towduration,towcorrection,BAIT_TYPE,CETACEAN_MITIGATION_DEVICES,CHAIN_MAT,COD_END_MESH_MM,COD_END_TWINE_CONSTRUCTION,COD_END_TWINE_DIA_MM,COMBINED_BEAM_LENGTH_M,COMBINED_FISHING_LINE_LENGTHM,CONDITION_OF_NET,DOOR_SPREAD_ESTM,ENTRANCE_SIZE_MM,ESTIMATED_DOOR_SPREAD_M,FOOTROPE_LENGTH_M,GILLNET_TWINE_CONSTRUCTION,GILLNET_TWINE_DIAMETER_MM,HANGING_RATIO,HANGING_RATIO_3,HEADROPE_LENGTH_M,HOOK_SIZE,INDIVIDUAL_BEAM_LENGTH_M,INNER_MESH_SIZE_MM,INNER_TWINE_DIAMETER,LENGTH_OF_FISHING_LINE_M,LENGTH_OF_STRING_M,LENGTH_OF_TIER_OR_FLEET_M,MESH_SIZE_IN_DIAMOND_PANEL_MM,MESH_SIZE_IN_SQUARE_MESH_PANEL_MM,MESH_SIZE_MM,MESHES_DEEP_INNER_ONLY_NET,MESHES_DEEP_OUTER_NET,NUMBER_OF_HOOKS_IN_STRING,NUMBER_OF_LINES,NUMBER_OF_NETS_IN_TIER,NUMBER_OF_POTS_IN_STRING,NUMBER_OF_TEETH_ON_A_SINGLE_DREDGE,NUMBER_OF_TICKLER_CHAINS,OUTER_MESH_SIZE_MM,OUTER_TWINE_DIAMETER,RING_DIAMETER_MM,SELECTIVITY,SELECTIVITY_DEVICE,SPREAD_BETWEEN_VESSELS_ESTM,SQUARE_MESH_SIZE_MM,TOTAL_NUMBER_OF_DREDGES_USED,VEIL_MESH_SIZE_MM,WIDTH_OD_INDIVIDUAL_DREDGE_M,WIDTH_OF_INDIVIDUAL_DREDGE_M,CHECK
PH219OT,1,7,Otter trawl (unspecified),01/08/2019,06:40:00,56,50,12,-4,-9,01/08/2019,3,11:10:00,57,50,11,-4,-5,VIIE,29E5,NULL,2,NULL,SE ,270,NULL,NULL,NULL,NULL,90,Single Braided,2.5,NULL,NULL,NULL,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH219OT,2,7,Otter trawl (unspecified),01/08/2019,12:00:00,57,50,11,-4,-5,01/08/2019,3,17:00:00,58,50,11,-4,-5,VIIE,29E5,NULL,02-Mar,NULL,S  ,300,NULL,NULL,NULL,NULL,90,Single Braided,2.5,NULL,NULL,NULL,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Square Mesh Panel,NULL,NULL,NULL,NULL,NULL,NULL,1
PH219SD,1,94,Unspecified dredge,25/03/2019,06:00:00,55,50,15,-4,-10,25/03/2019,1,08:30:00,58,50,16,-4,-11,VIIE,29E5,NULL,2,NULL,N  ,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,8,NULL,NULL,0.7,1
PH219SD,2,94,Unspecified dredge,25/03/2019,08:35:00,58,50,16,-4,-11,25/03/2019,1,11:00:00,57,50,15,-4,-13,VIIE,29E5,NULL,2,NULL,N  ,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,8,NULL,NULL,0.7,1
PH219SD,3,94,Unspecified dredge,25/03/2019,11:05:00,57,50,15,-4,-13,25/03/2019,1,13:50:00,58,50,12,-4,-14,VIIE,29E5,NULL,3,NULL,N  ,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,8,NULL,NULL,0.7,1
PH219SD,4,94,Unspecified dredge,25/03/2019,13:55:00,58,50,12,-4,-14,25/03/2019,1,16:00:00,58,50,12,-4,-13,VIIE,29E5,NULL,2,NULL,N  ,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,80,NULL,NULL,NULL,NULL,8,NULL,NULL,0.7,1
PH220GN,1,50,Gill net (unspecified),05/02/2020,03:25:00,75,50,7,-4,0,06/02/2020,1,03:25:00,75,50,7,-4,0,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,200,MONOFILAMENT,0.65,0.33,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,150,40,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,2,50,Gill net (unspecified),05/02/2020,03:45:00,75,50,5,-3,-59,06/02/2020,1,03:45:00,75,50,5,-3,-59,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,100,MONOFILAMENT,0.65,0.33,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,3,50,Gill net (unspecified),05/02/2020,04:20:00,75,50,5,-3,-59,06/02/2020,1,04:20:00,75,50,5,-3,-59,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,100,MONOFILAMENT,0.65,0.33,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,4,50,Gill net (unspecified),05/02/2020,07:30:00,75,50,0,-3,-54,06/02/2020,1,07:30:00,75,50,0,-3,-54,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,100,MONOFILAMENT,0.65,0.33,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,5,50,Gill net (unspecified),05/02/2020,08:15:00,75,49,59,-3,-56,06/02/2020,1,08:15:00,75,49,59,-3,-56,VIIE,28E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,200,MONOFILAMENT,0.65,0.33,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,6,50,Gill net (unspecified),05/02/2020,08:49:00,75,49,59,-3,-56,06/02/2020,1,08:49:00,75,49,59,-3,-56,VIIE,28E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,200,MONOFILAMENT,0.65,0.33,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,7,50,Gill net (unspecified),05/02/2020,09:33:00,75,50,1,-3,-57,06/02/2020,1,09:33:00,75,50,1,-3,-57,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,200,MONOFILAMENT,0.65,0.33,NULL,200,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,8,50,Gill net (unspecified),05/02/2020,10:18:00,75,50,3,-3,-59,06/02/2020,1,10:18:00,75,50,3,-3,-59,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,100,MONOFILAMENT,0.65,0.33,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH220GN,9,50,Gill net (unspecified),05/02/2020,10:50:00,75,50,3,-3,-59,06/02/2020,1,10:50:00,75,50,3,-3,-59,VIIE,29E6,NULL,03-Apr,NULL,SE ,1440,NULL,NULL,NONE,NULL,NULL,NULL,NULL,NULL,NULL,NOT RECORDED,NULL,NULL,NULL,100,MONOFILAMENT,0.65,0.33,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,150,40,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,1,1,Beam trawl,06/10/2021,17:15:00,45.7,50,23,-3,-13,06/10/2021,4,19:00:00,47.5,50,23,-3,-13,VIIE,29E6,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,2,1,Beam trawl,07/10/2021,11:00:00,43.9,50,25,-3,-13,07/10/2021,4,12:45:00,38.4,50,26,-3,-14,VIIE,29E6,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,3,1,Beam trawl,07/10/2021,17:00:00,43.3,50,25,-3,-13,07/10/2021,4,18:45:00,45.2,50,25,-3,-16,VIIE,29E6,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,4,1,Beam trawl,08/10/2021,07:00:00,42.1,50,26,-3,-16,08/10/2021,4,09:00:00,43.9,50,26,-3,-14,VIIE,29E6,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,5,1,Beam trawl,08/10/2021,11:00:00,43.9,50,25,-3,-16,08/10/2021,4,13:00:00,42.1,50,25,-3,-16,VIIE,29E6,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,6,1,Beam trawl,08/10/2021,15:15:00,42.6,50,25,-3,-17,08/10/2021,4,17:00:00,45,50,25,-3,-16,VIIE,29E6,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,7,1,Beam trawl,09/10/2021,11:30:00,43.9,50,24,-3,-17,09/10/2021,4,13:30:00,42.1,50,25,-3,-16,VIIE,29E6,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221BT,8,1,Beam trawl,09/10/2021,19:00:00,47.5,50,22,-3,-13,09/10/2021,4,21:00:00,51.2,50,20,-3,-13,VIIE,29E6,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,No,80,Single Braided,6,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221HL,1,72,Hand lines (incl. gurdy),17/10/2021,07:30:00,19,50,15,-4,-5,17/10/2021,4,08:40:00,40,50,14,-4,-6,VIIE,29E5,NULL,4,NULL,S  ,70,NULL,Artificial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH221HL,2,72,Hand lines (incl. gurdy),17/10/2021,08:55:00,44,50,15,-4,-6,17/10/2021,4,10:25:00,51,50,15,-4,-4,VIIE,29E5,NULL,03-Apr,NULL,S  ,90,NULL,Artificial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221HL,3,72,Hand lines (incl. gurdy),17/10/2021,10:40:00,39,50,15,-4,-5,17/10/2021,4,11:10:00,54,50,15,-4,-6,VIIE,29E5,NULL,03-Apr,NULL,S  ,30,NULL,Artificial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH221HL,4,72,Hand lines (incl. gurdy),17/10/2021,11:30:00,58,50,9,-4,0,17/10/2021,4,12:05:00,57,50,9,-4,0,VIIE,29E6,NULL,3,NULL,S  ,35,NULL,Artificial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221HL,5,72,Hand lines (incl. gurdy),17/10/2021,12:25:00,66,50,7,-3,-56,17/10/2021,4,14:45:00,63,50,7,-3,-56,VIIE,29E6,NULL,3,NULL,S  ,140,NULL,Live MAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221HL,6,72,Hand lines (incl. gurdy),17/10/2021,15:05:00,54,50,12,-3,-57,17/10/2021,4,15:25:00,54,50,12,-3,-57,VIIE,29E6,NULL,2,NULL,S  ,20,NULL,Live MAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH221HL,7,72,Hand lines (incl. gurdy),17/10/2021,15:40:00,60,50,11,-3,-58,17/10/2021,4,16:25:00,61,50,11,-3,-58,VIIE,29E6,NULL,2,NULL,S  ,45,NULL,Artificial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221HL,8,72,Hand lines (incl. gurdy),17/10/2021,16:50:00,64,50,8,-3,-56,17/10/2021,4,17:20:00,64,50,8,-3,-56,VIIE,29E6,NULL,2,NULL,S  ,30,NULL,Live MAC/POD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH221HL,9,72,Hand lines (incl. gurdy),17/10/2021,17:50:00,62,50,9,-4,0,17/10/2021,4,19:05:00,61,50,9,-4,0,VIIE,29E6,NULL,2,NULL,S  ,75,NULL,Live MAC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221OT,1,7,Otter trawl (unspecified),25/02/2021,06:50:00,62,50,9,-4,-2,25/02/2021,1,11:45:00,73,50,3,-4,-23,VIIE,29E5,NULL,NULL,NULL,NULL,295,NULL,NULL,NULL,NULL,100,Single Braided,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH221OT,2,7,Otter trawl (unspecified),25/02/2021,12:30:00,73,50,2,-4,-22,25/02/2021,1,17:00:00,62,50,6,-4,-6,VIIE,29E5,NULL,NULL,NULL,NULL,270,NULL,NULL,NULL,NULL,100,Single Braided,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,1,1,Beam trawl,31/08/2022,23:40:00,77,49,58,-4,-11,01/09/2022,3,02:45:00,75,49,46,-4,-11,VIIE,28E5,NULL,02-Mar,NULL,NE ,185,NULL,NULL,NULL,Yes,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,3,1,Beam trawl,01/09/2022,06:20:00,79,49,42,-4,-8,01/09/2022,3,09:00:00,82,49,42,-4,-6,VIIE,28E5,NULL,4,NULL,ENE,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,4,1,Beam trawl,01/09/2022,09:20:00,82,49,42,-4,-6,01/09/2022,3,12:00:00,79,49,42,-4,-2,VIIE,28E5,NULL,4,NULL,ENE,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,7,1,Beam trawl,01/09/2022,18:20:00,79,49,41,-4,-6,01/09/2022,3,21:00:00,80,49,43,-4,-7,VIIE,28E5,NULL,3,NULL,NE ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,8,1,Beam trawl,01/09/2022,21:10:00,80,49,43,-4,-7,02/09/2022,3,00:00:00,80,49,40,-4,-5,VIIE,28E5,NULL,3,NULL,NE ,170,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,11,1,Beam trawl,02/09/2022,06:20:00,76,49,45,-4,-9,02/09/2022,3,09:00:00,80,49,41,-4,-4,VIIE,28E5,NULL,2,NULL,NE ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,12,1,Beam trawl,02/09/2022,09:20:00,80,49,41,-4,-4,02/09/2022,3,12:00:00,80,49,38,-4,-57,VIIE,28E5,NULL,2,NULL,NE ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,13,1,Beam trawl,02/09/2022,12:20:00,80,49,37,-4,-57,02/09/2022,3,15:00:00,77,49,39,-3,-57,VIIE,28E6,NULL,02-Mar,NULL,NE ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,14,1,Beam trawl,02/09/2022,15:20:00,77,49,39,-3,-58,02/09/2022,3,18:00:00,79,49,40,-4,-4,VIIE,28E5,NULL,2,NULL,NE ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,15,1,Beam trawl,02/09/2022,18:20:00,79,49,41,-4,-5,02/09/2022,3,21:00:00,80,49,43,-4,-6,VIIE,28E5,NULL,2,NULL,W  ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
PH222BT,16,1,Beam trawl,02/09/2022,21:20:00,80,49,43,-4,-6,03/09/2022,3,00:00:00,80,49,41,-4,-3,VIIE,28E5,NULL,2,NULL,NW ,160,NULL,NULL,NULL,No,80,Single Braided,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,None,NULL,NULL,NULL,NULL,NULL,NULL,1
