TripIdentifier,HaulNo,SFSGear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,TowDurationMin,TowCorrectionMin,BaitTypeId,CetaceanMitigationDeviceId,ChainMat,CodEndMeshMm,CodEndTwineConstructionId,CodEndTwineDiameterMm,CombinedBeamLengthM,CombinedFishingLineLengthM,NetConditionId,DoorSpreadM,EntranceSizeMm,WingSpreadM,FootRopeLengthM,GillnetTwineConstructionId,GillnetTwineDiameterMm,HangingRatio,HeadRopeLengthM,HookSizeId,IndividualBeamLengthM,InnerMeshSizeMm,InnerTwineDiameterMm,LengthOfFishingLineM,LengthOfStringM,LengthOfTierOrFleetM,MeshSizeInDiamondPanelMm,MeshSizeInSqualreMeshPanelMm,MeshSizeMm,MeshesDeepInnerOnlyNet,MeshesDeepOuterNet,NetOpeningM,NumberOfDredgesPerBeam,NumberOfHooksInString,NumberOfLines,NumberOfNetsInTier,NumberOfPotsInString,NumberOfPotsSampled,NumberOfTeethOnSingleDredge,NumberOfTicklerChains,OuterMeshSizeMm,OuterTwineDiameterMm,RingDiameterMm,SelectivityDeviceId,SpreadBetweenVesselEstimateM,SweepLengthM,TicklerCountId,TotalNumberOfDredgesUsed,VeilMeshSizeMm,WarpDensityKgPerM,WarpDiameterMm,WarpLengthM,WidthOfIndividualDredgeM,WingSpreadM,CHECK
NN823BT,24,2,Beam Trawl Unspecified,04/09/2023,09:30:00,112,49,23,-6,-20,04/09/2023,3,11:45:00,110,49,22,-6,-17,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,27,2,Beam Trawl Unspecified,04/09/2023,17:00:00,113,49,22,-6,-38,04/09/2023,3,19:15:00,113,49,25,-6,-26,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,28,2,Beam Trawl Unspecified,04/09/2023,19:30:00,112,49,24,-6,-26,04/09/2023,3,21:45:00,110,49,23,-6,-19,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,31,2,Beam Trawl Unspecified,05/09/2023,03:00:00,112,49,23,-6,-44,05/09/2023,3,05:15:00,112,49,25,-6,-32,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,32,2,Beam Trawl Unspecified,05/09/2023,05:30:00,112,49,25,-6,-31,05/09/2023,3,07:45:00,112,49,24,-6,-18,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,33,2,Beam Trawl Unspecified,05/09/2023,08:00:00,112,49,24,-6,-18,05/09/2023,3,10:15:00,110,49,25,-6,-6,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,37,2,Beam Trawl Unspecified,05/09/2023,18:00:00,112,49,24,-6,-32,05/09/2023,3,20:15:00,110,49,24,-6,-20,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823BT,38,2,Beam Trawl Unspecified,05/09/2023,20:30:00,112,49,24,-6,-18,05/09/2023,3,22:45:00,108,49,21,-6,-5,VIIh,27E3,135,0,NULL,NULL,1,80,6,5,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,1,10,Gill Net,25/08/2023,20:30:00,113,50,29,-7,-12,26/08/2023,3,09:20:00,113,50,30,-7,-10,VIIg,29E2,770,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,2,10,Gill Net,25/08/2023,20:50:00,113,50,30,-7,-10,26/08/2023,3,10:45:00,113,50,31,-7,-6,VIIg,30E2,835,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,3,10,Gill Net,25/08/2023,21:10:00,112,50,31,-7,-6,26/08/2023,3,12:40:00,112,50,33,-7,-3,VIIg,30E2,930,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,4,10,Gill Net,25/08/2023,21:30:00,112,50,31,-7,-11,26/08/2023,3,15:00:00,112,50,32,-7,-8,VIIg,30E2,1050,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,5,10,Gill Net,25/08/2023,21:50:00,110,50,32,-7,-8,26/08/2023,3,16:40:00,110,50,33,-7,-5,VIIg,30E2,1130,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,6,10,Gill Net,26/08/2023,20:00:00,117,50,26,-7,-20,27/08/2023,3,09:50:00,117,50,24,-7,-22,VIIg,29E2,830,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,7,10,Gill Net,26/08/2023,20:15:00,117,50,24,-7,-23,27/08/2023,3,11:45:00,117,50,23,-7,-26,VIIg,29E2,930,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,8,10,Gill Net,26/08/2023,20:30:00,115,50,19,-7,-27,27/08/2023,3,14:15:00,115,50,20,-7,-24,VIIg,29E2,1065,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,9,10,Gill Net,26/08/2023,21:30:00,117,50,20,-7,-23,27/08/2023,3,15:45:00,117,50,21,-7,-20,VIIg,29E2,1095,0,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4200,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4200,NULL,NULL,125,50,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,11,41,Trammel Net,19/08/2023,15:00:00,110,50,18,-7,-36,28/08/2023,3,05:20:00,110,50,16,-7,-40,VIIg,29E2,12380,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,7200,2,0.65,0.5,7200,NULL,NULL,265,NULL,NULL,NULL,7200,NULL,NULL,NULL,12,2.5,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,910,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823GN,12,41,Trammel Net,19/08/2023,15:20:00,110,50,14,-7,-41,28/08/2023,3,10:00:00,110,50,17,-7,-35,VIIg,29E2,12640,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,7200,2,0.65,0.5,7200,NULL,NULL,265,NULL,NULL,NULL,7200,NULL,NULL,NULL,12,2.5,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,NULL,910,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823OT,1,17,Light Otter Trawl,21/08/2023,05:50:00,62,50,0,-5,-36,21/08/2023,3,11:03:00,74,49,52,-5,-30,VIIe,29E4,313,0,NULL,NULL,NULL,100,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN823OT,2,17,Light Otter Trawl,21/08/2023,11:25:00,73,49,53,-5,-29,21/08/2023,3,16:20:00,64,49,59,-5,-38,VIIe,28E4,295,0,NULL,NULL,NULL,100,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN923GN,1,10,Gill Net,21/11/2023,21:45:00,114,49,36,-6,-10,22/11/2023,4,11:45:00,114,49,37,-6,-5,VIIe,28E3,840,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4000,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN923GN,2,10,Gill Net,21/11/2023,22:15:00,110,49,34,-6,-12,22/11/2023,4,13:40:00,112,49,35,-6,-7,VIIe,28E3,925,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4000,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN923GN,3,10,Gill Net,21/11/2023,22:45:00,110,49,32,-6,-15,22/11/2023,4,15:20:00,110,49,34,-6,-12,VIIe,28E3,995,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4000,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN923GN,4,10,Gill Net,21/11/2023,23:15:00,114,49,31,-6,-19,22/11/2023,4,17:45:00,114,49,32,-6,-16,VIIe,28E3,1110,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4000,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NN923GN,5,10,Gill Net,21/11/2023,23:45:00,112,49,30,-6,-23,22/11/2023,4,19:45:00,112,49,31,-6,-19,VIIe,28E3,1200,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4000,2,0.65,0.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,NULL,NULL,125,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1023NT,1,22,Nephrops Otter Trawl,25/08/2023,18:30:00,59.8,55,6,-1,-15,25/08/2023,3,21:30:00,68.6,55,13,-1,-14,IVb,39E8,180,0,NULL,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1023NT,2,22,Nephrops Otter Trawl,26/08/2023,02:30:00,63.6,55,13,-1,-15,26/08/2023,3,05:15:00,59,55,6,-1,-15,IVb,39E8,165,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.9,NULL,NULL,NULL,140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1123NT,1,22,Nephrops Otter Trawl,14/09/2023,17:20:00,51,54,58,-1,-13,14/09/2023,3,20:00:00,45,54,51,-1,-8,IVb,38E8,160,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1123NT,4,22,Nephrops Otter Trawl,15/09/2023,03:00:00,64,54,52,-1,-3,15/09/2023,3,06:00:00,53,54,56,-1,-11,IVb,38E8,180,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1223NT,2,22,Nephrops Otter Trawl,16/11/2023,14:00:00,NULL,55,5,-1,-15,16/11/2023,4,16:00:00,NULL,55,8,-1,-6,IVb,39E8,120,0,NULL,NULL,NULL,95,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1323NT,1,22,Nephrops Otter Trawl,17/11/2023,06:30:00,67,55,3,-1,-12,17/11/2023,4,09:55:00,68,54,13,-1,-14,IVb,39E8,205,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1323NT,2,22,Nephrops Otter Trawl,17/11/2023,10:15:00,67,54,13,-1,-14,17/11/2023,4,14:05:00,67,55,8,-1,-13,IVb,39E8,230,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1423NT,1,22,Nephrops Otter Trawl,02/12/2023,07:10:00,64,55,5,-1,-14,02/12/2023,4,11:15:00,73,55,15,-1,-13,IVb,39E8,245,0,NULL,NULL,NULL,97,8,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1423NT,2,22,Nephrops Otter Trawl,02/12/2023,12:15:00,73,55,14,-1,-13,02/12/2023,4,15:15:00,55,55,8,-1,-15,IVb,39E8,180,0,NULL,NULL,NULL,97,8,6,NULL,NULL,NULL,0.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1523NT,1,22,Nephrops Otter Trawl,15/12/2023,07:00:00,58.5,55,4,-1,-12,15/12/2023,4,10:30:00,76.8,55,10,-1,-9,IVb,39E8,210,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1523NT,2,22,Nephrops Otter Trawl,15/12/2023,11:00:00,76.8,55,12,-1,-9,15/12/2023,4,13:15:00,67.7,55,5,-1,-10,IVb,39E8,135,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1623NT,3,22,Nephrops Otter Trawl,17/12/2023,08:00:00,NULL,55,5,-1,-15,17/12/2023,4,12:30:00,NULL,55,17,-1,-15,IVb,39E8,270,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS1623NT,4,22,Nephrops Otter Trawl,17/12/2023,13:00:00,NULL,55,17,-1,-15,17/12/2023,4,16:00:00,NULL,55,5,-1,-15,IVb,39E8,180,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS523NT,1,22,Nephrops Otter Trawl,22/06/2023,19:17:00,57.6,55,8,-1,-16,22/06/2023,2,22:30:00,60,55,15,-1,-15,IVb,39E8,193,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS523NT,2,22,Nephrops Otter Trawl,23/06/2023,01:00:00,57.6,55,17,-1,-14,23/06/2023,2,03:14:00,60,55,9,-1,-16,IVb,39E8,134,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,25.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,NULL,NULL,NULL,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS923NT,1,22,Nephrops Otter Trawl,09/07/2023,19:50:00,50,54,60,-1,-13,09/07/2023,3,22:30:00,50,55,4,-1,-18,IVb,39E8,160,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.5,NULL,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NS923NT,2,22,Nephrops Otter Trawl,10/07/2023,01:20:00,50,55,5,-1,-19,10/07/2023,3,04:07:00,50,55,1,-1,-21,IVb,39E8,167,0,NULL,NULL,NULL,90,8,5,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.5,NULL,NULL,NULL,280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
NY323GN,1,10,Gill Net,23/10/2023,04:30:00,29,50,29,-5,-4,24/10/2023,4,04:10:00,30,50,29,-5,-4,VIIf,29E4,1420,0,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,367,1,0.65,0.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,367,NULL,NULL,127,0,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,1,2,Beam Trawl Unspecified,23/11/2023,17:45:00,59,50,10,-4,-2,23/11/2023,4,19:45:00,59,50,9,-4,-2,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,2,2,Beam Trawl Unspecified,23/11/2023,20:00:00,59,50,9,-4,-2,23/11/2023,4,22:00:00,59,50,8,-4,-2,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,7,2,Beam Trawl Unspecified,24/11/2023,06:15:00,62,50,7,-4,-2,24/11/2023,4,08:00:00,59,50,10,-4,-6,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
